chunk_id,source_file,doc_group,doc_type,chunk_type,section,question,page_start,page_end,char_count,content_preview
e8bf86884f4343a5a09e78a1c423ae99,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,2,2,655,答：根据《关于做好艰苦边远地区基层公务员考试录用工作的意见》，中央机关设在艰苦边远地区的县（区）级及以下直属机构职位，可以单独或者综合采取调整学历、专业、工作年限和经历条件以及单独划定笔试合格分数线等措施，适当降低进入门槛，同时从中拿出一定数量职位面向当地户籍或者在当地长期生活、工作的人员招考。对于通过降低进入门槛等倾斜政策录用的人员，应当在所报考市（地、州、盟）辖区内的艰苦边远县乡机关最低服务5年（含试用期）；未满5年的，不得交流（含公开遴选）到本市（地、州、盟）内的...
3cef7a1d6b7442789fe7f02333988ad5,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,2,2,403,（4）离校未就业高校毕业生到高校毕业生实习见习基地（该基地为基层单位）参加见习或者到企事业单位参与项目研究的，视同具有基层工作经历，自报到之日算起。（5）在其他经济组织、社会组织等单位工作的人员，基层工作经历时间以劳动合同约定的起始时间算起。（6）自主创业并办理工商注册手续的人员，其基层工作经历时间自营业执照颁发之日算起。（7）以灵活就业形式初次就业人员，其基层工作经历时间从登记灵活就业并经审批确认的起始时间算起。9. 哪些情形不计入基层工作经历时间？答：在省级及以上机...
daf1488efb6a4e94b735a00d117f9ea9,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,3,3,697,答：大学生村官、“三支一扶”计划、“农村义务教育阶段学校教师特设岗位计划”、“大学生志愿服务西部计划”等服务基层项目人员在服务期内有被借调到县级及以上机关或者企事业单位工作，就读全日制研究生等情形的，借调（帮助）工作时间和就读时间不计入服务年限。服务基层项目人员在岗服务时间累计不满一个服务期的，不能享受定向招考政策，不得报考定向招考职位。11. 服务基层项目人员是否能以应届高校毕业生的身份报考？答：参加服务基层项目前无工作经历的人员，服务期满且考核合格后2年内，可以报考...
41c590680fd34e198cfc1811777b0e90,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,3,3,563,市（地）级及以下公安机关人民警察职位的报考年龄条件，一般为30周岁以下（即1994年10月以后出生），对于2026年应届硕士、博士研究生和报考法医职位的，放宽到35周岁以下（1989年10月以后出生）。公安特警职位的报考年龄条件为25周岁以下（1999年10月以后出生）。司法行政部门监狱、强制隔离戒毒所一线干警职位的报考年龄条件，一般为30周岁以下（1994年10月以后出生），对于2026年应届硕士、博士研究生和报考狱医、心理矫正等特殊职位的，放宽到35周岁以下（即19...
0064533702b84f11b019f385ef3a3979,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,5,5,642,23. 8个非通用语职位的考试如何安排？答：报考中共中央对外联络部、中共中央党史和文献研究院、中国作协、全国友协、中国贸促会、外交部、教育部、科学技术部、公安部、商务部、文化和旅游部日语、法语、俄语、西班牙语、阿拉伯语、德语、朝鲜语（韩语）、葡萄牙语等8个非通用语职位的人员，先参加2025年11月29日下午的外语水平测试，然后参加11月30日的公共科目笔试，其外语水平测试成绩与公共科目笔试成绩一同公布。笔试成绩按照行政职业能力测验、申论、外语水平测试成绩分别占25%、2...
9a2dc36e8ed84366b018a1e0db1c9a7b,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,5,5,526,答：报考公安机关人民警察职位的人员，先参加2025年11月29日下午的专业科目笔试，然后参加11月30日的公共科目笔试，其专业科目笔试成绩与公共科目笔试成绩一同公布。笔试成绩按照行政职业能力测验、申论、专业科目笔试成绩分别占40%、30%、30%的比例合成。27. 如何选择考试地点？答：笔试在全国各直辖市、省会城市、自治区首府和部分城市设置考点。其中，对于8个非通用语职位、金融监管总局及其派出机构职位、中国证监会及其派出机构职位和公安机关人民警察职位的报考者，将统一安排...
ec4ac4bc936d4211ac82ab99d8b0ae19,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,7,7,700,确、完整，是否具有报考回避的情形等方面的情况。37. 哪些机关实行差额考察？答：中央一级招录机关可以实行差额考察。考察人选与计划录用人数的比例将在面试公告中公布，一般不高于2:1。省级及以下直属机构实行等额考察，考察人选达不到公务员录用标准的，不得录用，如有需要，招录机关可以顺延递补后续考生进行考察。38. 考察人选有哪些情形的，不得确定为拟录用人员？答：考察人选有下列情形之一的，不得确定为拟录用人员： （1）有公务员法第二十六条所列情形的；（2）有公务员法第五十九条所...
940ec82102cf48f6acb061d5d220aa4e,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,7,7,258,七、关于违规违纪人员处理 40. 报考者在招考报名环节有违规违纪行为，将如何处理？答：报考者在报名环节提交的涉及报考资格的申请材料或者信息不实的，招录机关将认定其报名无效，终止其录用程序；有恶意注册报名信息，扰乱报名秩序或者伪造、变造有关材料骗取报考资格等行为的，中央公务员主管部门将给予其取消本次报考资格并五年内限制报考公务员的处理。41. 报考者在考试过程中有情节较轻的违规违纪行为，将如何处理？答：报考者在考试过程中有下列行为之一的，考试机构将给予其所涉科目（场次）考...
43bd36f23cc34f5596780d035d772a2f,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,8,8,628,（1）将规定以外的物品带入考场，经提醒仍未按要求放在指定位置的；（2）参加考试时未按规定时间入场、离场的；（3）未在指定座位参加考试，或者擅自离开座位、出入考场的；（4）未按规定填写（填涂）、录入本人或者考试相关信息，以及在规定以外的位置标注本人信息或者其他特殊标记的；（5）故意损坏本人试卷、答题卡（答题纸）等考场配发材料或者本人使用的考试机等设施设备的；（6）在考试开始信号发出前答题的，或者在考试结束信号发出后继续答题的；（7）其他情节较轻的违规违纪行为。42. 报考...
15a799a279bc4af497389a4fc8db173c,..\data\2026_国考报考指南.pdf,policy_qa,registration_policy,semantic_text,,,8,8,266,答：报考者在考试过程中有下列行为之一的，中央公务员主管部门将给予其取消本次考试资格并终身限制报考公务员的处理： （1）使用伪造、变造或者盗用他人的居民身份证、准考证以及其他证明材料参加考试的；（2）3人以上串通作弊或者参与有组织作弊的；（3）代替他人或者让他人代替自己参加考试的；（4）使用《公务员录用违规违纪行为处理办法》第七条第四项所列作弊器材的；（5）非法侵入考试信息系统或者非法获取、删除、修改、增加系统数据的；（6）其他情节特别严重、影响特别恶劣的违规违纪行为。4...
